id,ms_id,MSID,style,crop,crop_group,germplasm,organisation,short_name,long_name,description,subregion,countries,total_target_area,material_type,consumer_product_types,agroecological_zone,production_system,maturity,colors,time_horizon,status,is_tpp,is_pipeline,shareable_link
639,1288,MS01288,dt-active,Banana,"Roots, tubers and bananas (RTBs)",Dessert,IITA,Banana Dessert CAF MS01288,Banana - Dessert | Non-Hybrid | CAF | Food; Fresh Market | NA | Mid Altitude; Highlands | Rainfed | NA,,Central Africa,Democratic Republic of Congo(212400),212400,Non-Hybrid,Food; Fresh Market,Highlands; Mid Altitude,Rainfed,NA,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Banana+Dessert+CAF+MS01288
205,526,MS00526,,Beans,Legumes,No Germplasm Type,CIAT,Beans SAF MS00526,Beans | Non-Hybrid | SAF | Food; Medium Sized; Large Sized | Red | Low Altitude; Mid Altitude | Rainfed; Bush | Early,,Southern Africa,Angola(35105); Malawi(131211); Mozambique(69240); South Africa(1948); Zimbabwe(843),238347,Non-Hybrid,Food; Large Sized; Medium Sized,Low Altitude; Mid Altitude,Bush; Rainfed,Early,Red,Current,Active,Beans SAF CIAT TPP00351,Beans CIAT BP00231,https://glomip.cgiar.org/market-segments/profile/Beans+SAF+MS00526
206,528,MS00528,,Beans,Legumes,No Germplasm Type,CIAT,Beans SAF MS00528,Beans | Non-Hybrid | SAF | Food; Small Sized | Black | Low Altitude; Mid Altitude | Rainfed; Bush | Early,,Southern Africa,Angola(35105); Mozambique(49457); Zimbabwe(28),84590,Non-Hybrid,Food; Small Sized,Low Altitude; Mid Altitude,Bush; Rainfed,Early,Black,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Beans+SAF+MS00528
207,530,MS00530,,Beans,Legumes,No Germplasm Type,CIAT,Beans SAF MS00530,Beans | Non-Hybrid | SAF | Food; Small Sized | Red | Low Altitude; Mid Altitude | Rainfed; Bush | Early,,Southern Africa,Malawi(14995),14995,Non-Hybrid,Food; Small Sized,Low Altitude; Mid Altitude,Bush; Rainfed,Early,Red,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Beans+SAF+MS00530
208,531,MS00531,,Beans,Legumes,No Germplasm Type,CIAT,Beans SAF MS00531,Beans | Non-Hybrid | SAF | Food; Small Sized | White | Low Altitude; Mid Altitude | Rainfed; Bush | Early,,Southern Africa,Angola(35105); Lesotho(1168); Malawi(22494); South Africa(7789); Zambia(9868); Zimbabwe(8714),85138,Non-Hybrid,Food; Small Sized,Low Altitude; Mid Altitude,Bush; Rainfed,Early,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Beans+SAF+MS00531
209,532,MS00532,,Beans,Legumes,No Germplasm Type,CIAT,Beans SAF MS00532,Beans | Non-Hybrid | SAF | Food-sugar; Medium Sized; Large Sized | Speckled | Low Altitude; Mid Altitude | Rainfed; Bush | Early,,Southern Africa,Angola(210628); Eswatini(1112); Lesotho(4669); Malawi(134959); Mozambique(346200); South Africa(29209); Zambia(38575); Zimbabwe(10963),776315,Non-Hybrid,Food-sugar; Large Sized; Medium Sized,Low Altitude; Mid Altitude,Bush; Rainfed,Early,Speckled,Current,Active,Beans SAF CIAT TPP00353,Beans CIAT BP00012,https://glomip.cgiar.org/market-segments/profile/Beans+SAF+MS00532
199,512,MS00512,,Beans,Legumes,No Germplasm Type,CIAT,Beans WAF MS00512,Beans | Non-Hybrid | WAF | Food; Medium Sized; Large Sized | Red Mottled | Mid Altitude; Low Altitude | Rainfed; Bush | Early,,West Africa,Togo(158563),158563,Non-Hybrid,Food; Large Sized; Medium Sized,Low Altitude; Mid Altitude,Bush; Rainfed,Early,Red Mottled,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Beans+WAF+MS00512
200,514,MS00514,,Beans,Legumes,No Germplasm Type,CIAT,Beans WAF MS00514,Beans | Non-Hybrid | WAF | Food; Medium Sized; Large Sized | Red | Mid Altitude; Low Altitude | Rainfed; Bush | Early,,West Africa,Togo(39641),39641,Non-Hybrid,Food; Large Sized; Medium Sized,Low Altitude; Mid Altitude,Bush; Rainfed,Early,Red,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Beans+WAF+MS00514
201,518,MS00518,,Beans,Legumes,No Germplasm Type,CIAT,Beans WAF MS00518,Beans | Non-Hybrid | WAF | Food-sugar | Speckled | Mid Altitude; Low Altitude | Rainfed; Bush | Early,,West Africa,Togo(59461),59461,Non-Hybrid,Food-sugar,Low Altitude; Mid Altitude,Bush; Rainfed,Early,Speckled,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Beans+WAF+MS00518
202,519,MS00519,,Beans,Legumes,No Germplasm Type,CIAT,Beans WAF MS00519,Beans | Non-Hybrid | WAF | Food; Small Sized | Red | Mid Altitude; Low Altitude | Rainfed; Bush | Early,,West Africa,Togo(19820),19820,Non-Hybrid,Food; Small Sized,Low Altitude; Mid Altitude,Bush; Rainfed,Early,Red,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Beans+WAF+MS00519
203,521,MS00521,,Beans,Legumes,No Germplasm Type,CIAT,Beans WAF MS00521,Beans | Non-Hybrid | WAF | Food; Small Sized | White | Mid Altitude; Low Altitude | Rainfed; Bush | Early,,West Africa,Ghana(120432),120432,Non-Hybrid,Food; Small Sized,Low Altitude; Mid Altitude,Bush; Rainfed,Early,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Beans+WAF+MS00521
464,886,MS00886,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,IITA,Cassava CAF MS00886,Cassava | Clone | CAF | Food; Fresh Roots | White | Savanna; Humid; Dry Highlands; Rainforest; Gallery Forest | Rainfed | NA,,Central Africa,Democratic Republic of Congo(872756),872756,Clone,Food; Fresh Roots,Dry Highlands; Gallery Forest; Humid; Rainforest; Savanna,Rainfed,NA,White,Current,Active,Cassava COD INERA (DRC) TPP00487 ;Cassava CAF IITA TPP00335 ;Cassava CAF CIAT TPP00052,Cassava IITA BP00256  ;Cassava Sweet CIAT BP00217,https://glomip.cgiar.org/market-segments/profile/Cassava+CAF+MS00886
542,1066,MS01066,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,IITA,Cassava CAF MS01066,Cassava | Clone | CAF | Food; Processing | White | Savanna humid; Dry Highlands; Rainforest; Gallery Forest | Rainfed | NA,,Central Africa,Cameroon(474134); Central African Republic(207700); Chad(35227); Democratic Republic of Congo(4312492); Equatorial Guinea(24614); Gabon(59998); Republic of Congo(165658); Sao Tome and Principe(164),5279987,Clone,Food; Processing,Dry Highlands; Gallery Forest; Rainforest; Savanna humid,Rainfed,NA,White,Current,Active,Cassava CAF IITA TPP00600,Cassava IITA BP00258,https://glomip.cgiar.org/market-segments/profile/Cassava+CAF+MS01066
543,1067,MS01067,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,External,Cassava CAF MS01067,Cassava | Clone | CAF | Food; Industrial | White | Humid Forest; Derived Savanna; Northern & Southern Guinea Savanna | Rainfed | NA,,Central Africa,Democratic Republic of Congo(564676),564676,Clone,Food; Industrial,Derived Savanna; Humid Forest; Northern & Southern Guinea Savanna,Rainfed,NA,White,Current,Active,Cassava CAF CIAT TPP00058 ;Cassava CAF IITA TPP00601,Cassava CIAT BP00218  ;Cassava IITA BP00120,https://glomip.cgiar.org/market-segments/profile/Cassava+CAF+MS01067
465,890,MS00890,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,IITA,Cassava EAF MS00890,Cassava | Clone | EAF | Food; Fresh Roots | White | Coastal; Mid Altitude; Highlands | Rainfed | NA,,East Africa,Burundi(96453); Kenya(17173); Mauritius(56); Rwanda(20101); Seychelles(14); Somalia(2569); South Sudan(24168); Sudan(2584); Tanzania(290834); Uganda(169136),623088,Clone,Food; Fresh Roots,Coastal; Highlands; Mid Altitude,Rainfed,NA,White,Current,Active,Cassava EAF IITA TPP00336 ;Cassava EAF CIAT TPP00053,Cassava IITA BP00254  ;Cassava Sweet CIAT BP00217,https://glomip.cgiar.org/market-segments/profile/Cassava+EAF+MS00890
466,891,MS00891,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,IITA,Cassava EAF MS00891,Cassava | Clone | EAF | Food; Biofortified; Fresh Roots; Processing; Dual purpose | Yellow | Coastal; Mid Altitude; Highlands | Rainfed | NA,,East Africa,Uganda(39583),39583,Clone,Biofortified; Dual purpose; Food; Fresh Roots; Processing,Coastal; Highlands; Mid Altitude,Rainfed,NA,Yellow,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Cassava+EAF+MS00891
467,892,MS00892,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,IITA,Cassava EAF MS00892,Cassava | Clone | EAF | Food; Processing | White | Coastal; Mid Altitude; Highlands | Rainfed | NA,,East Africa,Burundi(144680); Kenya(25759); Rwanda(30152); Somalia(3855); South Sudan(36253); Sudan(3876); Tanzania(567689); Uganda(458450),1270714,Clone,Food; Processing,Coastal; Highlands; Mid Altitude,Rainfed,NA,White,Current,Active,Cassava EAF IITA TPP00449,Cassava IITA BP00259,https://glomip.cgiar.org/market-segments/profile/Cassava+EAF+MS00892
468,893,MS00893,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,IITA,Cassava EAF MS00893,Cassava | Clone | EAF | Food; Industrial Starch | White | Coastal; Mid Altitude; Highlands | Rainfed | NA,,East Africa,Tanzania(87106); Uganda(21859),108965,Clone,Food; Industrial Starch,Coastal; Highlands; Mid Altitude,Rainfed,NA,White,Current,Active,Cassava EAF CIAT TPP00059,Cassava CIAT BP00218,https://glomip.cgiar.org/market-segments/profile/Cassava+EAF+MS00893
470,899,MS00899,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,1CG,Cassava LAC MS00899,Cassava | Non-Hybrid | LAC | Food; Fresh Roots | Yellow | Semiarid Lowland Tropics; Subhumid Lowland Tropics | Rainfed | NA,,Latin America and the Caribbean,Brazil(57706); Colombia(4438); Cuba(6389); Haiti(5818); Paraguay(7784); Peru(5251); Venezuela(1532),88918,Non-Hybrid,Food; Fresh Roots,Semiarid Lowland Tropics; Subhumid Lowland Tropics,Rainfed,NA,Yellow,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Cassava+LAC+MS00899
471,900,MS00900,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,1CG,Cassava LAC MS00900,Cassava | Non-Hybrid | LAC | Food; Fresh Roots | White | Semiarid Lowland Tropics; Subhumid Lowland Tropics | Rainfed | NA,,Latin America and the Caribbean,Brazil(692473); Colombia(53265); Cuba(76678); Haiti(69828); Paraguay(93412); Peru(63013); Venezuela(18383),1067052,Non-Hybrid,Food; Fresh Roots,Semiarid Lowland Tropics; Subhumid Lowland Tropics,Rainfed,NA,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Cassava+LAC+MS00900
472,901,MS00901,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,1CG,Cassava LAC MS00901,Cassava | Non-Hybrid | LAC | Industrial Starch; Feed; Food | White | Semiarid Lowland Tropics; Subhumid Lowland Tropics | Rainfed | NA,,Latin America and the Caribbean,Brazil(403942); Colombia(31071); Cuba(44729); Haiti(40733); Paraguay(54490); Peru(36758); Venezuela(10723),622446,Non-Hybrid,Feed; Food; Industrial Starch,Semiarid Lowland Tropics; Subhumid Lowland Tropics,Rainfed,NA,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Cassava+LAC+MS00901
637,1275,MS01275,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,1CG,Cassava PAC MS01275,Cassava | Non-Hybrid | PAC | Food; Fresh Roots | White | Semiarid Lowland Tropics; Subhumid Lowland Tropics | Rainfed | NA,,The Pacific,Papua New Guinea(14974),14974,Non-Hybrid,Food; Fresh Roots,Semiarid Lowland Tropics; Subhumid Lowland Tropics,Rainfed,NA,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Cassava+PAC+MS01275
474,903,MS00903,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,1CG,Cassava SA MS00903,Cassava | Non-Hybrid | SA | Food; Industrial Starch; Feed | White | Semiarid Lowland Tropics; Subhumid Lowland Tropics | Rainfed | NA,,South Asia,India(136467),136467,Non-Hybrid,Feed; Food; Industrial Starch,Semiarid Lowland Tropics; Subhumid Lowland Tropics,Rainfed,NA,White,Current,Active,Cassava SA CIAT TPP00062,Cassava CIAT BP00218,https://glomip.cgiar.org/market-segments/profile/Cassava+SA+MS00903
469,894,MS00894,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,IITA,Cassava SAF MS00894,Cassava | Clone | SAF | Food; Fresh Roots | White | Subhumid Lowland Tropics; Semiarid Lowland Tropics | Rainfed | NA,,Southern Africa,Angola(215963); Comoros(9375); Madagascar(96676); Malawi(137391); Mozambique(173839); Zambia(27491); Zimbabwe(53527),714262,Clone,Food; Fresh Roots,Semiarid Lowland Tropics; Subhumid Lowland Tropics,Rainfed,NA,White,Current,Active,Cassava SAF IITA TPP00337 ;Cassava SAF CIAT TPP00054,Cassava IITA BP00255  ;Cassava Sweet CIAT BP00217,https://glomip.cgiar.org/market-segments/profile/Cassava+SAF+MS00894
545,1069,MS01069,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,IITA,Cassava SAF MS01069,Cassava | Clone | SAF | Food; Processing | White | Semiarid Lowland Tropics; Subhumid Lowland Tropics | Rainfed | NA,,Southern Africa,Angola(701880); Madagascar(194100); Malawi(69178); Mozambique(547221); Zambia(122804),1635183,Clone,Food; Processing,Semiarid Lowland Tropics; Subhumid Lowland Tropics,Rainfed,NA,White,Current,Active,Cassava SAF IITA TPP00610,Cassava IITA BP00260,https://glomip.cgiar.org/market-segments/profile/Cassava+SAF+MS01069
546,1070,MS01070,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,IITA,Cassava SAF MS01070,Cassava | Clone | SAF | Food; Industrial | NA | Semiarid Lowland Tropics; Subhumid Lowland Tropics | Rainfed | NA,,Southern Africa,Angola(161973); Madagascar(32225); Malawi(49068); Mozambique(71754); Zambia(47030),362050,Clone,Food; Industrial,Semiarid Lowland Tropics; Subhumid Lowland Tropics,Rainfed,NA,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Cassava+SAF+MS01070
475,905,MS00905,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,1CG,Cassava SEA MS00905,Cassava | Non-Hybrid | SEA | Food; Fresh Roots | White | Semiarid Lowland Tropics; Subhumid Lowland Tropics | Rainfed | NA,,South East Asia,Indonesia(440635); Philippines(168949); Timor-Leste(4176),613760,Non-Hybrid,Food; Fresh Roots,Semiarid Lowland Tropics; Subhumid Lowland Tropics,Rainfed,NA,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Cassava+SEA+MS00905
476,909,MS00909,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,1CG,Cassava SEA MS00909,Cassava | Non-Hybrid | SEA | Food; Industrial Starch; Feed | White | Semiarid Lowland Tropics; Subhumid Lowland Tropics; CMD | Rainfed | NA,,South East Asia,Cambodia(558983); Indonesia(117503); Laos(111462); Philippines(33790); Thailand(1221104); Vietnam(435774),2478616,Non-Hybrid,Feed; Food; Industrial Starch,CMD; Semiarid Lowland Tropics; Subhumid Lowland Tropics,Rainfed,NA,White,Current,Active,Cassava SEA CIAT TPP00061,Cassava CIAT BP00218,https://glomip.cgiar.org/market-segments/profile/Cassava+SEA+MS00909
462,880,MS00880,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,IITA,Cassava WAF MS00880,Cassava | Clone | WAF | Food; Fresh Roots | White | Humid Forest; Derived Savanna; Northern & Southern Guinea Savanna | Rainfed | NA,,West Africa,Benin(37823); Ghana(311343); Ivory Coast(102780); Liberia(11859); Nigeria(490523); Sierra Leone(36752),991080,Clone,Food; Fresh Roots,Derived Savanna; Humid Forest; Northern & Southern Guinea Savanna,Rainfed,NA,White,Current,Active,Cassava NGA NRCRI TPP00472 ;Cassava CIV CNRA TPP00479 ;Cassava GHA CSIR-CRI TPP00485 ;Cassava WAF IITA TPP00291,Cassava IITA BP00118,https://glomip.cgiar.org/market-segments/profile/Cassava+WAF+MS00880
463,884,MS00884,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,IITA,Cassava WAF MS00884,Cassava | Clone | WAF | Food; Industrial | White | Humid Forest; Derived Savanna; Northern & Southern Guinea Savanna | Rainfed | NA,,West Africa,Benin(28504); Ghana(81324); Ivory Coast(87087); Nigeria(560201); Sierra Leone(16362),773478,Clone,Food; Industrial,Derived Savanna; Humid Forest; Northern & Southern Guinea Savanna,Rainfed,NA,White,Current,Active,Cassava NGA NRCRI TPP00478 ;Cassava CIV CNRA TPP00481 ;Cassava GHA CSIR-CRI TPP00483 ;Cassava WAF IITA TPP00296,Cassava IITA BP00120,https://glomip.cgiar.org/market-segments/profile/Cassava+WAF+MS00884
541,1065,MS01065,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,IITA,Cassava WAF MS01065,Cassava | Clone | WAF | Food; Processing | White | Derived Savanna; Humid Forest; Northern & Southern Guinea Savanna | Rainfed | NA,,West Africa,Benin(241508); Burkina Faso(1359); Cape Verde(300); Gambia(2663); Ghana(547195); Guinea(296972); Guinea-Bissau(4439); Ivory Coast(1021374); Liberia(62366); Mali(8932); Niger(26720); Nigeria(8666246); Senegal(86050); Sierra Leone(102905); Togo(314673),11383702,Clone,Food; Processing,Derived Savanna; Humid Forest; Northern & Southern Guinea Savanna,Rainfed,NA,White,Current,Active,Cassava CIV CNRA TPP00480 ;Cassava WAF IITA TPP00599,Cassava IITA BP00117,https://glomip.cgiar.org/market-segments/profile/Cassava+WAF+MS01065
544,1068,MS01068,,Cassava,"Roots, tubers and bananas (RTBs)",No Germplasm Type,IITA,Cassava WAF MS01068,Cassava | Clone | WAF | Food; Biofortified; Fresh Roots; Processing | Yellow | Derived Savanna; Northern & Southern Guinea Savanna; Humid Forest | Rainfed | NA,,West Africa,Benin(19185); Ghana(51766); Ivory Coast(21522); Liberia(2093); Nigeria(457680); Sierra Leone(9537),561783,Clone,Biofortified; Food; Fresh Roots; Processing,Derived Savanna; Humid Forest; Northern & Southern Guinea Savanna,Rainfed,NA,Yellow,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Cassava+WAF+MS01068
473,902,MS00902,,Cassava,"Roots, tubers and bananas (RTBs)",Waxy,1CG,Cassava Waxy LAC MS00902,Cassava - Waxy | Non-Hybrid | LAC | Food; Specialty Starch; Waxy | White | Subhumid Lowland Tropics; Semiarid Lowland Tropics | Rainfed | NA,,Latin America and the Caribbean,Colombia(942),942,Non-Hybrid,Food; Specialty Starch; Waxy,Semiarid Lowland Tropics; Subhumid Lowland Tropics,Rainfed,NA,White,Current,Active,Cassava Waxy LAC CIAT TPP00064,Cassava Waxy CIAT BP00021,https://glomip.cgiar.org/market-segments/profile/Cassava+Waxy+LAC+MS00902
311,685,MS00685,,Chickpea,Legumes,Desi,CIMMYT,Chickpea Desi EAF MS00685,Chickpea - Desi | Non-Hybrid | EAF | Food; Processing | Light Brown; Brown | Mid Altitude; High Altitude; Subhumid | Rainfed | Mid,,East Africa,Eritrea(5082); Ethiopia(90316); Kenya(1140); Tanzania(20622),117160,Non-Hybrid,Food; Processing,High Altitude; Mid Altitude; Subhumid,Rainfed,Mid,Brown; Light Brown,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Chickpea+Desi+EAF+MS00685
315,689,MS00689,,Chickpea,Legumes,Desi,CIMMYT,Chickpea Desi EAF MS00689,Chickpea - Desi | Non-Hybrid | EAF | Food; Processing | Light Brown; Brown | Low Altitude; Mid Altitude; Semiarid | Rainfed | Early,,East Africa,Ethiopia(15938); Kenya(1140); Tanzania(2291); Uganda(3626),22995,Non-Hybrid,Food; Processing,Low Altitude; Mid Altitude; Semiarid,Rainfed,Early,Brown; Light Brown,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Chickpea+Desi+EAF+MS00689
523,981,MS00981,,Chickpea,Legumes,Desi,ICRISAT,Chickpea Desi EAF MS00981,Chickpea - Desi | OPVs | EAF | Flour; whole grain both green and dry; Split dhal; Shiro | Light Brown; Brown | Semiarid; Subhumid Mid Altitude; High Altitude | Rainfed | Late,,East Africa,Eritrea(3660); Ethiopia(98085); Kenya(786); Sudan(9446); Tanzania(9832); Uganda(3916),125725,OPVs,Flour; Shiro; Split dhal; whole grain both green and dry,High Altitude; Semiarid; Subhumid Mid Altitude,Rainfed,Late,Brown; Light Brown,Current,Active,Chickpea Desi EAF ICRISAT TPP00665,Chickpea Desi ICRISAT BP00200,https://glomip.cgiar.org/market-segments/profile/Chickpea+Desi+EAF+MS00981
533,1007,MS01007,,Chickpea,Legumes,Desi,ICRISAT,Chickpea Desi SA MS01007,Chickpea - Desi | OPVs | SA | Dal; Flour; Roasted Dhal; Split dhal; Food | Light Brown; Brown | Post rainy season; Rice Fallow; Semi-arid; Winter | Limited Irrigation; Rainfed; Irrigated | Extra-early; Very Early; Early,,South Asia,Bangladesh(3159); India(6810059); Nepal(8942),6822160,OPVs,Dal; Flour; Food; Roasted Dhal; Split dhal,Post rainy season; Rice Fallow; Semi-arid; Winter,Irrigated; Limited Irrigation; Rainfed,Early; Extra-early; Very Early,Brown; Light Brown,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Chickpea+Desi+SA+MS01007
534,1017,MS01017,,Chickpea,Legumes,Desi,ICRISAT,Chickpea Desi SA MS01017,Chickpea - Desi | Non-Hybrid | SA | Dal; Flour; Split; Roasted Dhal; Raw; Food | Light Brown; Brown | Post rainy season; Semi-arid; Winter; Indogangetic Plain; Low Temperature; Drylands; Warm Tropics; Warm Tropics Subhumid | Limited Irrigation; Rainfed; Irrigated | Late,,South Asia,India(1677841); Pakistan(477004),2154845,Non-Hybrid,Dal; Flour; Food; Raw; Roasted Dhal; Split,Drylands; Indogangetic Plain; Low Temperature; Post rainy season; Semi-arid; Warm Tropics; Warm Tropics Subhumid; Winter,Irrigated; Limited Irrigation; Rainfed,Late,Brown; Light Brown,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Chickpea+Desi+SA+MS01017
312,686,MS00686,,Chickpea,Legumes,Desi,CIMMYT,Chickpea Desi SAF MS00686,Chickpea - Desi | Non-Hybrid | SAF | Food; Processing | Light Brown; Brown | Mid Altitude; High Altitude; Subhumid | Rainfed | Mid,,Southern Africa,Malawi(1288),1288,Non-Hybrid,Food; Processing,High Altitude; Mid Altitude; Subhumid,Rainfed,Mid,Brown; Light Brown,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Chickpea+Desi+SAF+MS00686
317,693,MS00693,,Chickpea,Legumes,Desi,1CG,Chickpea Desi SAF MS00693,Chickpea - Desi | Non-Hybrid | SAF | Food; Processing | Light Brown; Brown | Low Altitude; Mid Altitude; Semiarid | Rainfed | Early,,Southern Africa,Malawi(422),422,Non-Hybrid,Food; Processing,Low Altitude; Mid Altitude; Semiarid,Rainfed,Early,Brown; Light Brown,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Chickpea+Desi+SAF+MS00693
